Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,29.64312367
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.45226789
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.92422906
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.23693043
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.8207289
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,60.18230126
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.004048698
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.33083553
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.66263385
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.977428907
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.71175143
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.64683964
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,29.9312292
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.94517397
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.62566752
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.88542636
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.00626697
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,30.3
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.76981124
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.25340193
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.49999812
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.99643711
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.12187921
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.36022497
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,52.89192934
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.96
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.25099741
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.49898741
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.49273173
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.71621522
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.24872764
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,29.50303955
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.71175143
